"palavra";"sentimento"
"protegi";"pos"
"protegia";"pos"
"protegiam";"pos"
"protegias";"pos"
"protegida";"pos"
"protegidas";"pos"
"protegido";"pos"
"protegidos";"pos"
"protegêramos";"pos"
"protegêreis";"pos"
"protegêsseis";"pos"
"protegêssemos";"pos"
"protegíamos";"pos"
"protegíeis";"pos"
"proteja";"pos"
"protejais";"pos"
"protejam";"pos"
"protejamos";"pos"
"protejas";"pos"
"protejo";"pos"
"protesta";"neg"
"protestada";"neg"
"protestadas";"neg"
"protestado";"neg"
"protestados";"neg"
"protestai";"neg"
"protestais";"neg"
"protestam";"neg"
"protestamos";"neg"
"protestando";"neg"
"protestar";"neg"
"protestara";"neg"
"protestaram";"neg"
"protestaras";"neg"
"protestardes";"neg"
"protestarei";"neg"
"protestareis";"neg"
"protestarem";"neg"
"protestaremos";"neg"
"protestares";"neg"
"protestaria";"neg"
"protestariam";"neg"
"protestarias";"neg"
"protestarmos";"neg"
"protestará";"neg"
"protestarás";"neg"
"protestarão";"neg"
"protestaríamos";"neg"
"protestaríeis";"neg"
"protestas";"neg"
"protestasse";"neg"
"protestassem";"neg"
"protestasses";"neg"
"protestaste";"neg"
"protestastes";"neg"
"protestava";"neg"
"protestavam";"neg"
"protestavas";"neg"
"proteste";"neg"
"protestei";"neg"
"protesteis";"neg"
"protestem";"neg"
"protestemos";"neg"
"protestes";"neg"
"protesto";"neg"
"protestou";"neg"
"protestáramos";"neg"
"protestáreis";"neg"
"protestásseis";"neg"
"protestássemos";"neg"
"protestávamos";"neg"
"protestáveis";"neg"
"proteção";"pos"
"proveito";"pos"
"proveitos";"pos"
"proveitosamente";"pos"
"provendo";"pos"
"provoca";"neg"
"provocada";"neg"
"provocadas";"neg"
"provocado";"neg"
"provocados";"neg"
"provocai";"neg"
"provocais";"neg"
"provocam";"neg"
"provocamos";"neg"
"provocando";"neg"
"provocar";"neg"
"provocara";"neg"
"provocaram";"neg"
"provocaras";"neg"
"provocardes";"neg"
"provocarei";"neg"
"provocareis";"neg"
"provocarem";"neg"
"provocaremos";"neg"
"provocares";"neg"
"provocaria";"neg"
"provocariam";"neg"
"provocarias";"neg"
"provocarmos";"neg"
"provocará";"neg"
"provocarás";"neg"
"provocarão";"neg"
"provocaríamos";"neg"
"provocaríeis";"neg"
"provocas";"neg"
"provocasse";"neg"
"provocassem";"neg"
"provocasses";"neg"
"provocaste";"neg"
"provocastes";"neg"
"provocava";"neg"
"provocavam";"neg"
"provocavas";"neg"
"provoco";"neg"
"provocou";"neg"
"provocáramos";"neg"
"provocáreis";"neg"
"provocásseis";"neg"
"provocássemos";"neg"
"provocávamos";"neg"
"provocáveis";"neg"
"provoque";"neg"
"provoquei";"neg"
"provoqueis";"neg"
"provoquem";"neg"
"provoquemos";"neg"
"provoques";"neg"
"prudência";"pos"
"prêmio";"pos"
"pudor";"pos"
"puf";"neg"
"puna";"neg"
"punais";"neg"
"punam";"neg"
"punamos";"neg"
"punas";"neg"
"pune";"neg"
"punem";"neg"
"punes";"neg"
"pungência";"neg"
"puni";"neg"
"punia";"neg"
"puniam";"neg"
"punias";"neg"
"punida";"neg"
"punidas";"neg"
"punido";"neg"
"punidos";"neg"
"punimos";"neg"
"punindo";"neg"
"punir";"neg"
"punira";"neg"
"puniram";"neg"
"puniras";"neg"
"punirdes";"neg"
"punirei";"neg"
"punireis";"neg"
"punirem";"neg"
"puniremos";"neg"
"punires";"neg"
"puniria";"neg"
"puniriam";"neg"
"punirias";"neg"
"punirmos";"neg"
"punirá";"neg"
"punirás";"neg"
"punirão";"neg"
"puniríamos";"neg"
"puniríeis";"neg"
"punis";"neg"
"punisse";"neg"
"punissem";"neg"
"punisses";"neg"
"puniste";"neg"
"punistes";"neg"
"puniu";"neg"
"punição";"neg"
"punições";"neg"
"puno";"neg"
"puníamos";"neg"
"puníeis";"neg"
"puníramos";"neg"
"puníreis";"neg"
"punísseis";"neg"
"puníssemos";"neg"
"pura";"pos"
"puramente";"pos"
"puras";"pos"
"pureza";"pos"
"puro";"pos"
"puros";"pos"
"puta";"neg"
"puxa";"neg"
"puxada";"neg"
"puxadas";"neg"
"puxado";"neg"
"puxados";"neg"
"puxai";"neg"
"puxais";"neg"
"puxam";"neg"
"puxamos";"neg"
"puxando";"neg"
"puxar";"neg"
"puxara";"neg"
"puxaram";"neg"
"puxaras";"neg"
"puxardes";"neg"
"puxarei";"neg"
"puxareis";"neg"
"puxarem";"neg"
"puxaremos";"neg"
"puxares";"neg"
"puxaria";"neg"
"puxariam";"neg"
"puxarias";"neg"
"puxarmos";"neg"
"puxará";"neg"
"puxarás";"neg"
"puxarão";"neg"
"puxaríamos";"neg"
"puxaríeis";"neg"
"puxas";"neg"
"puxasse";"neg"
"puxassem";"neg"
"puxasses";"neg"
"puxaste";"neg"
"puxastes";"neg"
"puxava";"neg"
"puxavam";"neg"
"puxavas";"neg"
"puxe";"neg"
"puxei";"neg"
"puxeis";"neg"
"puxem";"neg"
"puxemos";"neg"
"puxes";"neg"
"puxo";"neg"
"puxou";"neg"
"puxáramos";"neg"
"puxáreis";"neg"
"puxásseis";"neg"
"puxássemos";"neg"
"puxávamos";"neg"
"puxáveis";"neg"
"puxão";"neg"
"puxões";"neg"
"pânico";"neg"
"queda";"neg"
"queira";"pos"
"queirais";"pos"
"queiram";"pos"
"queiramos";"pos"
"queiras";"pos"
"queixa";"neg"
"queixado-se";"neg"
"queixando-se";"neg"
"queixas";"neg"
"queixume";"neg"
"quentura";"pos"
"quer";"pos"
"querei";"pos"
"quereis";"pos"
"querem";"pos"
"queremos";"pos"
"querendo";"pos"
"querer";"pos"
"quererdes";"pos"
"quererei";"pos"
"querereis";"pos"
"quererem";"pos"
"quereremos";"pos"
"quereres";"pos"
"quereria";"pos"
"quereriam";"pos"
"quererias";"pos"
"querermos";"pos"
"quererá";"pos"
"quererás";"pos"
"quererão";"pos"
"quereríamos";"pos"
"quereríeis";"pos"
"queres";"pos"
"queria";"pos"
"queriam";"pos"
"querias";"pos"
"querida";"pos"
"queridas";"pos"
"querido";"pos"
"queridos";"pos"
"quero";"pos"
"queríamos";"pos"
"queríeis";"pos"
"quieta";"pos"
"quietas";"pos"
"quieto";"pos"
"quietos";"pos"
"quietude";"pos"
"quis";"pos"
"quisemos";"pos"
"quiser";"pos"
"quisera";"pos"
"quiseram";"pos"
"quiseras";"pos"
"quiserdes";"pos"
"quiserem";"pos"
"quiseres";"pos"
"quisermos";"pos"
"quisesse";"pos"
"quisessem";"pos"
"quisesses";"pos"
"quiseste";"pos"
"quisestes";"pos"
"quista";"pos"
"quistas";"pos"
"quisto";"pos"
"quistos";"pos"
"quiséramos";"pos"
"quiséreis";"pos"
"quisésseis";"pos"
"quiséssemos";"pos"
"quota";"pos"
"quotas";"pos"
"racha";"neg"
"rachada";"neg"
"rachadas";"neg"
"rachado";"neg"
"rachados";"neg"
"rachai";"neg"
"rachais";"neg"
"racham";"neg"
"rachamos";"neg"
"rachando";"neg"
"rachar";"neg"
"rachara";"neg"
"racharam";"neg"
"racharas";"neg"
"rachardes";"neg"
"racharei";"neg"
"rachareis";"neg"
"racharem";"neg"
"racharemos";"neg"
"rachares";"neg"
"racharia";"neg"
"rachariam";"neg"
"racharias";"neg"
"racharmos";"neg"
"rachará";"neg"
"racharás";"neg"
"racharão";"neg"
"racharíamos";"neg"
"racharíeis";"neg"
"rachas";"neg"
"rachasse";"neg"
"rachassem";"neg"
"rachasses";"neg"
"rachaste";"neg"
"rachastes";"neg"
"rachava";"neg"
"rachavam";"neg"
"rachavas";"neg"
"rache";"neg"
"rachei";"neg"
"racheis";"neg"
"rachem";"neg"
"rachemos";"neg"
"raches";"neg"
"racho";"neg"
"rachou";"neg"
"racháramos";"neg"
"racháreis";"neg"
"rachásseis";"neg"
"rachássemos";"neg"
"rachávamos";"neg"
"racháveis";"neg"
"raiva";"neg"
"rancor";"neg"
"rancorosa";"neg"
"rancorosas";"neg"
"rapidamente";"pos"
"raptando";"neg"
"reais";"pos"
"real";"pos"
"realiza";"pos"
"realizada";"pos"
"realizadas";"pos"
"realizado";"pos"
"realizados";"pos"
"realizai";"pos"
"realizais";"pos"
"realizam";"pos"
"realizamos";"pos"
"realizando";"pos"
"realizar";"pos"
"realizara";"pos"
"realizaram";"pos"
"realizaras";"pos"
"realizardes";"pos"
"realizarei";"pos"
"realizareis";"pos"
"realizarem";"pos"
"realizaremos";"pos"
"realizares";"pos"
"realizaria";"pos"
"realizariam";"pos"
"realizarias";"pos"
"realizarmos";"pos"
"realizará";"pos"
"realizarás";"pos"
"realizarão";"pos"
"realizaríamos";"pos"
"realizaríeis";"pos"
"realizas";"pos"
"realizasse";"pos"
"realizassem";"pos"
"realizasses";"pos"
"realizaste";"pos"
"realizastes";"pos"
"realizava";"pos"
"realizavam";"pos"
"realizavas";"pos"
"realize";"pos"
"realizei";"pos"
"realizeis";"pos"
"realizem";"pos"
"realizemos";"pos"
"realizes";"pos"
"realizo";"pos"
"realizou";"pos"
"realizáramos";"pos"
"realizáreis";"pos"
"realizásseis";"pos"
"realizássemos";"pos"
"realizávamos";"pos"
"realizáveis";"pos"
"realmente";"pos"
"rebaixa";"neg"
"rebaixada";"neg"
"rebaixadas";"neg"
"rebaixado";"neg"
"rebaixados";"neg"
"rebaixai";"neg"
"rebaixais";"neg"
"rebaixam";"neg"
"rebaixamento";"neg"
"rebaixamos";"neg"
"rebaixando";"neg"
"rebaixar";"neg"
"rebaixara";"neg"
"rebaixaram";"neg"
"rebaixaras";"neg"
"rebaixardes";"neg"
"rebaixarei";"neg"
"rebaixareis";"neg"
"rebaixarem";"neg"
"rebaixaremos";"neg"
"rebaixares";"neg"
"rebaixaria";"neg"
"rebaixariam";"neg"
"rebaixarias";"neg"
"rebaixarmos";"neg"
"rebaixará";"neg"
"rebaixarás";"neg"
"rebaixarão";"neg"
"rebaixaríamos";"neg"
"rebaixaríeis";"neg"
"rebaixas";"neg"
"rebaixasse";"neg"
"rebaixassem";"neg"
"rebaixasses";"neg"
"rebaixaste";"neg"
"rebaixastes";"neg"
"rebaixava";"neg"
"rebaixavam";"neg"
"rebaixavas";"neg"
"rebaixe";"neg"
"rebaixei";"neg"
"rebaixeis";"neg"
"rebaixem";"neg"
"rebaixemos";"neg"
"rebaixes";"neg"
"rebaixo";"neg"
"rebaixou";"neg"
"rebaixáramos";"neg"
"rebaixáreis";"neg"
"rebaixásseis";"neg"
"rebaixássemos";"neg"
"rebaixávamos";"neg"
"rebaixáveis";"neg"
"recalca";"neg"
"recalcada";"neg"
"recalcadas";"neg"
"recalcado";"neg"
"recalcados";"neg"
"recalcai";"neg"
"recalcais";"neg"
"recalcam";"neg"
"recalcamos";"neg"
"recalcando";"neg"
"recalcar";"neg"
"recalcara";"neg"
"recalcaram";"neg"
"recalcaras";"neg"
"recalcardes";"neg"
"recalcarei";"neg"
"recalcareis";"neg"
"recalcarem";"neg"
"recalcaremos";"neg"
"recalcares";"neg"
"recalcaria";"neg"
"recalcariam";"neg"
"recalcarias";"neg"
"recalcarmos";"neg"
"recalcará";"neg"
"recalcarás";"neg"
"recalcarão";"neg"
"recalcaríamos";"neg"
"recalcaríeis";"neg"
"recalcas";"neg"
"recalcasse";"neg"
"recalcassem";"neg"
"recalcasses";"neg"
"recalcaste";"neg"
"recalcastes";"neg"
"recalcava";"neg"
"recalcavam";"neg"
"recalcavas";"neg"
"recalco";"neg"
"recalcou";"neg"
"recalcáramos";"neg"
"recalcáreis";"neg"
"recalcásseis";"neg"
"recalcássemos";"neg"
"recalcávamos";"neg"
"recalcáveis";"neg"
"recalque";"neg"
"recalquei";"neg"
"recalqueis";"neg"
"recalquem";"neg"
"recalquemos";"neg"
"recalques";"neg"
"receada";"neg"
"receadas";"neg"
"receado";"neg"
"receados";"neg"
"receai";"neg"
"receais";"neg"
"receamos";"neg"
"receando";"neg"
"recear";"neg"
"receara";"neg"
"recearam";"neg"
"recearas";"neg"
"receardes";"neg"
"recearei";"neg"
"receareis";"neg"
"recearem";"neg"
"recearemos";"neg"
"receares";"neg"
"recearia";"neg"
"receariam";"neg"
"recearias";"neg"
"recearmos";"neg"
"receará";"neg"
"recearás";"neg"
"recearão";"neg"
"recearíamos";"neg"
"recearíeis";"neg"
"receasse";"neg"
"receassem";"neg"
"receasses";"neg"
"receaste";"neg"
"receastes";"neg"
"receava";"neg"
"receavam";"neg"
"receavas";"neg"
"receba";"pos"
"recebais";"pos"
"recebam";"pos"
"recebamos";"pos"
"recebas";"pos"
"recebe";"pos"
"recebei";"pos"
"recebeis";"pos"
"recebem";"pos"
"recebemos";"pos"
"recebendo";"pos"
"receber";"pos"
"recebera";"pos"
"receberam";"pos"
"receberas";"pos"
"receberdes";"pos"
"receberei";"pos"
"recebereis";"pos"
"receberem";"pos"
"receberemos";"pos"
"receberes";"pos"
"receberia";"pos"
"receberiam";"pos"
"receberias";"pos"
"recebermos";"pos"
"receberá";"pos"
"receberás";"pos"
"receberão";"pos"
"receberíamos";"pos"
"receberíeis";"pos"
"recebes";"pos"
"recebesse";"pos"
"recebessem";"pos"
"recebesses";"pos"
"recebeste";"pos"
"recebestes";"pos"
"recebeu";"pos"
"recebi";"pos"
"recebia";"pos"
"recebiam";"pos"
"recebias";"pos"
"recebida";"pos"
"recebidas";"pos"
"recebido";"pos"
"recebidos";"pos"
"recebo";"pos"
"recebêramos";"pos"
"recebêreis";"pos"
"recebêsseis";"pos"
"recebêssemos";"pos"
"recebíamos";"pos"
"recebíeis";"pos"
"receei";"neg"
"receeis";"neg"
"receemos";"neg"
"receia";"neg"
"receiam";"neg"
"receias";"neg"
"receie";"neg"
"receiem";"neg"
"receies";"neg"
"receio";"neg"
"receios";"neg"
"receou";"neg"
"receptividade";"pos"
"receáramos";"neg"
"receáreis";"neg"
"receásseis";"neg"
"receássemos";"neg"
"receávamos";"neg"
"receáveis";"neg"
"reclama";"neg"
"reclamada";"neg"
"reclamadas";"neg"
"reclamado";"neg"
"reclamados";"neg"
"reclamai";"neg"
"reclamais";"neg"
"reclamam";"neg"
"reclamamos";"neg"
"reclamando";"neg"
"reclamar";"neg"
"reclamara";"neg"
"reclamaram";"neg"
"reclamaras";"neg"
"reclamardes";"neg"
"reclamarei";"neg"
"reclamareis";"neg"
"reclamarem";"neg"
"reclamaremos";"neg"
"reclamares";"neg"
"reclamaria";"neg"
"reclamariam";"neg"
"reclamarias";"neg"
"reclamarmos";"neg"
"reclamará";"neg"
"reclamarás";"neg"
"reclamarão";"neg"
"reclamaríamos";"neg"
"reclamaríeis";"neg"
"reclamas";"neg"
"reclamasse";"neg"
"reclamassem";"neg"
"reclamasses";"neg"
"reclamaste";"neg"
"reclamastes";"neg"
"reclamava";"neg"
"reclamavam";"neg"
"reclamavas";"neg"
"reclame";"neg"
"reclamei";"neg"
"reclameis";"neg"
"reclamem";"neg"
"reclamemos";"neg"
"reclames";"neg"
"reclamo";"neg"
"reclamou";"neg"
"reclamáramos";"neg"
"reclamáreis";"neg"
"reclamásseis";"neg"
"reclamássemos";"neg"
"reclamávamos";"neg"
"reclamáveis";"neg"
"recomendações";"pos"
"recompensa";"pos"
"recompensas";"pos"
"reconciliação";"pos"
"reconforta";"pos"
"reconfortada";"pos"
"reconfortadas";"pos"
"reconfortado";"pos"
"reconfortados";"pos"
"reconfortai";"pos"
"reconfortais";"pos"
"reconfortam";"pos"
"reconfortamos";"pos"
"reconfortando";"pos"
"reconfortar";"pos"
"reconfortara";"pos"
"reconfortaram";"pos"
"reconfortaras";"pos"
"reconfortardes";"pos"
"reconfortarei";"pos"
"reconfortareis";"pos"
"reconfortarem";"pos"
"reconfortaremos";"pos"
"reconfortares";"pos"
"reconfortaria";"pos"
"reconfortariam";"pos"
"reconfortarias";"pos"
"reconfortarmos";"pos"
"reconfortará";"pos"
"reconfortarás";"pos"
"reconfortarão";"pos"
"reconfortaríamos";"pos"
"reconfortaríeis";"pos"
"reconfortas";"pos"
"reconfortasse";"pos"
"reconfortassem";"pos"
"reconfortasses";"pos"
"reconfortaste";"pos"
"reconfortastes";"pos"
"reconfortava";"pos"
"reconfortavam";"pos"
"reconfortavas";"pos"
"reconforte";"pos"
"reconfortei";"pos"
"reconforteis";"pos"
"reconfortem";"pos"
"reconfortemos";"pos"
"reconfortes";"pos"
"reconforto";"pos"
"reconfortou";"pos"
"reconfortáramos";"pos"
"reconfortáreis";"pos"
"reconfortásseis";"pos"
"reconfortássemos";"pos"
"reconfortávamos";"pos"
"reconfortáveis";"pos"
"reconhece";"pos"
"reconhecei";"pos"
"reconheceis";"pos"
"reconhecem";"pos"
"reconhecemos";"pos"
"reconhecendo";"pos"
"reconhecer";"pos"
"reconhecera";"pos"
"reconheceram";"pos"
"reconheceras";"pos"
"reconhecerdes";"pos"
"reconhecerei";"pos"
"reconhecereis";"pos"
"reconhecerem";"pos"
"reconheceremos";"pos"
"reconheceres";"pos"
"reconheceria";"pos"
"reconheceriam";"pos"
"reconhecerias";"pos"
"reconhecermos";"pos"
"reconhecerá";"pos"
"reconhecerás";"pos"
"reconhecerão";"pos"
"reconheceríamos";"pos"
"reconheceríeis";"pos"
"reconheces";"pos"
"reconhecesse";"pos"
"reconhecessem";"pos"
"reconhecesses";"pos"
"reconheceste";"pos"
"reconhecestes";"pos"
"reconheceu";"pos"
"reconheci";"pos"
"reconhecia";"pos"
"reconheciam";"pos"
"reconhecias";"pos"
"reconhecida";"pos"
"reconhecidas";"pos"
"reconhecido";"pos"
"reconhecidos";"pos"
"reconhecimento";"pos"
"reconhecêramos";"pos"
"reconhecêreis";"pos"
"reconhecêsseis";"pos"
"reconhecêssemos";"pos"
"reconhecíamos";"pos"
"reconhecíeis";"pos"
"reconheça";"pos"
"reconheçais";"pos"
"reconheçam";"pos"
"reconheçamos";"pos"
"reconheças";"pos"
"reconheço";"pos"
"recreação";"pos"
"recua";"neg"
"recuada";"neg"
"recuadas";"neg"
"recuado";"neg"
"recuados";"neg"
"recuai";"neg"
"recuais";"neg"
"recuam";"neg"
"recuamos";"neg"
"recuando";"neg"
"recuar";"neg"
"recuara";"neg"
"recuaram";"neg"
"recuaras";"neg"
"recuardes";"neg"
"recuarei";"neg"
"recuareis";"neg"
"recuarem";"neg"
"recuaremos";"neg"
"recuares";"neg"
"recuaria";"neg"
"recuariam";"neg"
"recuarias";"neg"
"recuarmos";"neg"
"recuará";"neg"
"recuarás";"neg"
"recuarão";"neg"
"recuaríamos";"neg"
"recuaríeis";"neg"
"recuas";"neg"
"recuasse";"neg"
"recuassem";"neg"
"recuasses";"neg"
"recuaste";"neg"
"recuastes";"neg"
"recuava";"neg"
"recuavam";"neg"
"recuavas";"neg"
"recue";"neg"
"recuei";"neg"
"recueis";"neg"
"recuem";"neg"
"recuemos";"neg"
"recues";"neg"
"recuo";"neg"
"recuou";"neg"
"recuáramos";"neg"
"recuáreis";"neg"
"recuásseis";"neg"
"recuássemos";"neg"
"recuávamos";"neg"
"recuáveis";"neg"
"reduz";"neg"
"reduza";"neg"
"reduzais";"neg"
"reduzam";"neg"
"reduzamos";"neg"
"reduzas";"neg"
"reduze";"neg"
"reduzem";"neg"
"reduzes";"neg"
"reduzi";"neg"
"reduzia";"neg"
"reduziam";"neg"
"reduzias";"neg"
"reduzida";"neg"
"reduzidas";"neg"
"reduzido";"neg"
"reduzidos";"neg"
"reduzimos";"neg"
"reduzindo";"neg"
"reduzir";"neg"
"reduzira";"neg"
"reduziram";"neg"
"reduziras";"neg"
"reduzirdes";"neg"
"reduzirei";"neg"
"reduzireis";"neg"
"reduzirem";"neg"
"reduziremos";"neg"
"reduzires";"neg"
"reduziria";"neg"
"reduziriam";"neg"
"reduzirias";"neg"
"reduzirmos";"neg"
"reduzirá";"neg"
"reduzirás";"neg"
"reduzirão";"neg"
"reduziríamos";"neg"
"reduziríeis";"neg"
"reduzis";"neg"
"reduzisse";"neg"
"reduzissem";"neg"
"reduzisses";"neg"
"reduziste";"neg"
"reduzistes";"neg"
"reduziu";"neg"
"reduzo";"neg"
"reduzíamos";"neg"
"reduzíeis";"neg"
"reduzíramos";"neg"
"reduzíreis";"neg"
"reduzísseis";"neg"
"reduzíssemos";"neg"
"redução";"neg"
"refina";"pos"
"refinada";"pos"
"refinadas";"pos"
"refinado";"pos"
"refinados";"pos"
"refinai";"pos"
"refinais";"pos"
"refinam";"pos"
"refinamos";"pos"
"refinando";"pos"
"refinar";"pos"
"refinara";"pos"
"refinaram";"pos"
"refinaras";"pos"
"refinardes";"pos"
"refinarei";"pos"
"refinareis";"pos"
"refinarem";"pos"
"refinaremos";"pos"
"refinares";"pos"
"refinaria";"pos"
"refinariam";"pos"
"refinarias";"pos"
"refinarmos";"pos"
"refinará";"pos"
"refinarás";"pos"
"refinarão";"pos"
"refinaríamos";"pos"
"refinaríeis";"pos"
"refinas";"pos"
"refinasse";"pos"
"refinassem";"pos"
"refinasses";"pos"
"refinaste";"pos"
"refinastes";"pos"
"refinava";"pos"
"refinavam";"pos"
"refinavas";"pos"
"refine";"pos"
"refinei";"pos"
"refineis";"pos"
"refinem";"pos"
"refinemos";"pos"
"refines";"pos"
"refino";"pos"
"refinou";"pos"
"refináramos";"pos"
"refináreis";"pos"
"refinásseis";"pos"
"refinássemos";"pos"
"refinávamos";"pos"
"refináveis";"pos"
"refletidamente";"pos"
"reforce";"pos"
"reforcei";"pos"
"reforceis";"pos"
"reforcem";"pos"
"reforcemos";"pos"
"reforces";"pos"
"reforça";"pos"
"reforçada";"pos"
"reforçadas";"pos"
"reforçado";"pos"
"reforçados";"pos"
"reforçai";"pos"
"reforçais";"pos"
"reforçam";"pos"
"reforçamos";"pos"
"reforçando";"pos"
"reforçar";"pos"
"reforçara";"pos"
"reforçaram";"pos"
"reforçaras";"pos"
"reforçardes";"pos"
"reforçarei";"pos"
"reforçareis";"pos"
"reforçarem";"pos"
"reforçaremos";"pos"
"reforçares";"pos"
"reforçaria";"pos"
"reforçariam";"pos"
"reforçarias";"pos"
"reforçarmos";"pos"
"reforçará";"pos"
"reforçarás";"pos"
"reforçarão";"pos"
"reforçaríamos";"pos"
"reforçaríeis";"pos"
"reforças";"pos"
"reforçasse";"pos"
"reforçassem";"pos"
"reforçasses";"pos"
"reforçaste";"pos"
"reforçastes";"pos"
"reforçava";"pos"
"reforçavam";"pos"
"reforçavas";"pos"
"reforço";"pos"
"reforçou";"pos"
"reforçáramos";"pos"
"reforçáreis";"pos"
"reforçásseis";"pos"
"reforçássemos";"pos"
"reforçávamos";"pos"
"reforçáveis";"pos"
"refreado-se";"neg"
"refreando-se";"neg"
"regalia";"pos"
"regalias";"pos"
"regozijo";"pos"
"relaxa";"pos"
"relaxada";"pos"
"relaxadas";"pos"
"relaxado";"pos"
"relaxados";"pos"
"relaxai";"pos"
"relaxais";"pos"
"relaxam";"pos"
"relaxamos";"pos"
"relaxando";"pos"
"relaxar";"pos"
"relaxara";"pos"
"relaxaram";"pos"
"relaxaras";"pos"
"relaxardes";"pos"
"relaxarei";"pos"
"relaxareis";"pos"
"relaxarem";"pos"
"relaxaremos";"pos"
"relaxares";"pos"
"relaxaria";"pos"
"relaxariam";"pos"
"relaxarias";"pos"
"relaxarmos";"pos"
"relaxará";"pos"
"relaxarás";"pos"
"relaxarão";"pos"
"relaxaríamos";"pos"
"relaxaríeis";"pos"
"relaxas";"pos"
"relaxasse";"pos"
"relaxassem";"pos"
"relaxasses";"pos"
"relaxaste";"pos"
"relaxastes";"pos"
"relaxava";"pos"
"relaxavam";"pos"
"relaxavas";"pos"
"relaxe";"pos"
"relaxei";"pos"
"relaxeis";"pos"
"relaxem";"pos"
"relaxemos";"pos"
"relaxes";"pos"
"relaxo";"pos"
"relaxou";"pos"
"relaxáramos";"pos"
"relaxáreis";"pos"
"relaxásseis";"pos"
"relaxássemos";"pos"
"relaxávamos";"pos"
"relaxáveis";"pos"
"releva";"pos"
"relevada";"pos"
"relevadas";"pos"
"relevado";"pos"
"relevados";"pos"
"relevai";"pos"
"relevais";"pos"
"relevam";"pos"
"relevamos";"pos"
"relevando";"pos"
"relevar";"pos"
"relevara";"pos"
"relevaram";"pos"
"relevaras";"pos"
"relevardes";"pos"
"relevarei";"pos"
"relevareis";"pos"
"relevarem";"pos"
"relevaremos";"pos"
"relevares";"pos"
"relevaria";"pos"
"relevariam";"pos"
"relevarias";"pos"
"relevarmos";"pos"
"relevará";"pos"
"relevarás";"pos"
"relevarão";"pos"
"relevaríamos";"pos"
"relevaríeis";"pos"
"relevas";"pos"
"relevasse";"pos"
"relevassem";"pos"
"relevasses";"pos"
"relevaste";"pos"
"relevastes";"pos"
"relevava";"pos"
"relevavam";"pos"
"relevavas";"pos"
"releve";"pos"
"relevei";"pos"
"releveis";"pos"
"relevem";"pos"
"relevemos";"pos"
"releves";"pos"
"relevo";"pos"
"relevou";"pos"
"releváramos";"pos"
"releváreis";"pos"
"relevásseis";"pos"
"relevássemos";"pos"
"relevávamos";"pos"
"releváveis";"pos"
"relutância";"neg"
"remissão";"pos"
"remorso";"neg"
"remédio";"pos"
"rendimento";"pos"
"renome";"pos"
"rentabilidade";"pos"
"renúncia";"neg"
"reparta";"pos"
"repartais";"pos"
"repartam";"pos"
"repartamos";"pos"
"repartas";"pos"
"reparte";"pos"
"repartem";"pos"
"repartes";"pos"
"reparti";"pos"
"repartia";"pos"
"repartiam";"pos"
"repartias";"pos"
"repartida";"pos"
"repartidas";"pos"
"repartido";"pos"
"repartidos";"pos"
"repartimos";"pos"
"repartindo";"pos"
"repartir";"pos"
"repartira";"pos"
"repartiram";"pos"
"repartiras";"pos"
"repartirdes";"pos"
"repartirei";"pos"
"repartireis";"pos"
"repartirem";"pos"
"repartiremos";"pos"
"repartires";"pos"
"repartiria";"pos"
"repartiriam";"pos"
"repartirias";"pos"
"repartirmos";"pos"
"repartirá";"pos"
"repartirás";"pos"
"repartirão";"pos"
